support,itemsets
0.0011885380266847161,frozenset({'0% Fat Free Organic Milk'})
0.0006311289338244672,frozenset({'Raspberry Essence Water'})
0.004491311323554205,frozenset({'Orange Sparkling Water'})
0.002649870570355168,frozenset({'Cane Sugar'})
0.0006473037512512154,frozenset({'Sweet Potatoes Stage 2'})
0.001161476312913041,frozenset({'Organic Refined Coconut Oil'})
0.0018268212066787064,frozenset({'Classic Hummus Family Size'})
0.002247677513955446,frozenset({'100% Lactose Free Fat Free Milk'})
0.0014414250760683,frozenset({'Challah Bread'})
0.0015238544341084595,frozenset({'Yoghurt Blueberry'})
0.030270237651615583,frozenset({'Cucumber Kirby'})
0.000698627691163013,"frozenset({'European Cucumber', 'Bag of Organic Bananas'})"
0.000847933698179151,"frozenset({'European Cucumber', 'Organic Strawberries'})"
0.0006420158301693939,"frozenset({'European Cucumber', 'Organic Baby Spinach'})"
0.0014557335684073467,"frozenset({'European Cucumber', 'Banana'})"
0.0006728101941164724,"frozenset({'European Cucumber', 'Limes'})"
0.0006426379385319612,"frozenset({'European Cucumber', 'Large Lemon'})"
0.001018702443703859,"frozenset({'Clementines', 'Soda'})"
0.0009882191339380642,"frozenset({'Bag of Organic Bananas', 'Soda'})"
0.0007216457005780009,"frozenset({'Trail Mix', 'Soda'})"
0.0007754580739400673,"frozenset({'Soda', '0% Greek Strained Yogurt'})"
0.0012348850996959757,"frozenset({'Soda', 'Zero Calorie Cola'})"
0.0006152651705790025,"frozenset({'Cantaloupe', 'Seedless Red Grapes'})"
0.0016460987273529226,"frozenset({'Cantaloupe', 'Bag of Organic Bananas'})"
0.0007253783507534043,"frozenset({'Cantaloupe', 'Strawberries'})"
0.0017866952172931195,"frozenset({'Cantaloupe', 'Organic Strawberries'})"
0.0010165250644348736,"frozenset({'Cantaloupe', 'Organic Baby Spinach'})"
0.0019073842396311643,"frozenset({'Cantaloupe', 'Banana'})"
0.000614020953853868,"frozenset({'Cantaloupe', 'Limes'})"
0.0006351726381811542,"frozenset({'Cantaloupe', 'Organic Whole Milk'})"
0.0007381315721860328,"frozenset({'Cantaloupe', 'Organic Raspberries'})"
0.000957113715809702,"frozenset({'Cantaloupe', 'Organic Hass Avocado'})"
0.0006737433566603232,"frozenset({'Cantaloupe', 'Large Lemon'})"
0.0008186946051384907,"frozenset({'Cantaloupe', 'Organic Avocado'})"
0.0012622578676489344,"frozenset({'Bag of Organic Bananas', 'Organic Whole Grassmilk Milk'})"
0.0008115403589689673,"frozenset({'Organic Strawberries', 'Organic Whole Grassmilk Milk'})"
0.0007997203000801897,"frozenset({'Organic Hass Avocado', 'Organic Whole Grassmilk Milk'})"
0.0006357947465437214,"frozenset({'Banana', 'Cheerios Cereal'})"
0.0011471678205739945,"frozenset({'Bag of Organic Bananas', 'Vanilla Almond Breeze Almond Milk'})"
0.0009256972435000563,"frozenset({'Vanilla Almond Breeze Almond Milk', 'Organic Strawberries'})"
0.001338155087882138,"frozenset({'Vanilla Almond Breeze Almond Milk', 'Organic Baby Spinach'})"
0.002673510688132723,"frozenset({'Vanilla Almond Breeze Almond Milk', 'Banana'})"
0.0007673706652266931,"frozenset({'Organic Hass Avocado', 'Vanilla Almond Breeze Almond Milk'})"
0.0007518179561625121,"frozenset({'Vanilla Almond Breeze Almond Milk', 'Large Lemon'})"
0.0009614684743476727,"frozenset({'Vanilla Almond Breeze Almond Milk', 'Organic Avocado'})"
0.0006560132683271568,"frozenset({'Garnet Sweet Potato (Yam)', 'Banana'})"
0.001128815623878261,"frozenset({'Bag of Organic Bananas', 'Organic Salted Butter'})"
0.0007499516310748104,"frozenset({'Organic Strawberries', 'Organic Salted Butter'})"
0.000718224104583881,"frozenset({'Bag of Organic Bananas', 'Organic Shredded Mild Cheddar'})"
0.000611532520403599,"frozenset({'Organic Strawberries', 'Organic Shredded Mild Cheddar'})"
0.0006018898407838068,"frozenset({'Organic Diced Tomatoes', 'Yellow Onions'})"
0.001205023898292748,"frozenset({'Bag of Organic Bananas', 'Organic Diced Tomatoes'})"
0.0007910107830042483,"frozenset({'Organic Diced Tomatoes', 'Organic Strawberries'})"
0.001182939051421611,"frozenset({'Organic Diced Tomatoes', 'Organic Baby Spinach'})"
0.0011515225791119653,"frozenset({'Organic Yellow Onion', 'Organic Diced Tomatoes'})"
0.0012034686273863298,"frozenset({'Organic Diced Tomatoes', 'Banana'})"
0.0009474710361899098,"frozenset({'Organic Garlic', 'Organic Diced Tomatoes'})"
0.0007309773260165095,"frozenset({'Organic Diced Tomatoes', 'Limes'})"
0.0006217973083859585,"frozenset({'Organic Diced Tomatoes', 'Organic Black Beans'})"
0.0006836970904613992,"frozenset({'Organic Diced Tomatoes', 'Organic Zucchini'})"
0.0007642601234138569,"frozenset({'Organic Hass Avocado', 'Organic Diced Tomatoes'})"
0.0007219567547592845,"frozenset({'Organic Avocado', 'Organic Diced Tomatoes'})"
0.0006305068254618999,"frozenset({'Bag of Organic Bananas', 'Organic Fresh Basil'})"
0.0006308178796431835,"frozenset({'Organic Strawberries', 'Organic Fresh Basil'})"
0.0006333063130934525,"frozenset({'Organic Baby Spinach', 'Organic Fresh Basil'})"
0.000659123810139993,"frozenset({'Banana', 'Organic Fresh Basil'})"
0.0006920955533560568,"frozenset({'Organic Garlic', 'Organic Fresh Basil'})"
0.0008432678854598967,"frozenset({'Bag of Organic Bananas', 'Mango Chunks'})"
0.0007592832565133191,"frozenset({'Organic Strawberries', 'Mango Chunks'})"
0.0012675457887307558,"frozenset({'Organic Baby Spinach', 'Mango Chunks'})"
0.0006317510421870344,"frozenset({'Organic Whole Strawberries', 'Mango Chunks'})"
0.0017447029028198305,"frozenset({'Banana', 'Mango Chunks'})"
0.0010784248465103142,"frozenset({'Mango Chunks', 'Pineapple Chunks'})"
0.0006273962836490637,"frozenset({'Organic Hass Avocado', 'Mango Chunks'})"
0.0007483963601683923,"frozenset({'Organic Avocado', 'Mango Chunks'})"
0.0006665891104908,"frozenset({'Organic Red Bell Pepper', 'Organic Orange Bell Pepper'})"
0.0009353399231198486,"frozenset({'Bag of Organic Bananas', 'Organic Orange Bell Pepper'})"
0.0007427973849052871,"frozenset({'Organic Strawberries', 'Organic Orange Bell Pepper'})"
0.000725689404934688,"frozenset({'Organic Bell Pepper', 'Organic Orange Bell Pepper'})"
0.000707648262420238,"frozenset({'Organic Hass Avocado', 'Organic Orange Bell Pepper'})"
0.000716668833677463,"frozenset({'Banana', 'Mini Cucumbers'})"
0.0007272446758411061,"frozenset({'Organic Milk', 'Organic Reduced Fat 2% Milk'})"
0.0021070810240152492,"frozenset({'Bag of Organic Bananas', 'Organic Milk'})"
0.0013991217074137276,"frozenset({'Organic Milk', 'Organic Strawberries'})"
0.0008784170079449459,"frozenset({'Organic Milk', 'Organic Baby Spinach'})"
0.0006096661953158973,"frozenset({'Organic Whole String Cheese', 'Organic Milk'})"
0.0006081109244094792,"frozenset({'Organic Yellow Onion', 'Organic Milk'})"
0.0012728337098125773,"frozenset({'Banana', 'Organic Milk'})"
0.0007260004591159716,"frozenset({'Half & Half', 'Organic Milk'})"
0.001080291171598016,"frozenset({'Organic Raspberries', 'Organic Milk'})"
0.0006407716134442594,"frozenset({'Organic Large Brown Grade AA Cage Free Eggs', 'Organic Milk'})"
0.001344687225689094,"frozenset({'Organic Hass Avocado', 'Organic Milk'})"
0.000616509387304137,"frozenset({'2% Reduced Fat DHA Omega-3 Reduced Fat Milk', 'Bag of Organic Bananas'})"
0.0008009645168053243,"frozenset({'2% Reduced Fat DHA Omega-3 Reduced Fat Milk', 'Organic Strawberries'})"
0.001107352885369691,"frozenset({'2% Reduced Fat DHA Omega-3 Reduced Fat Milk', 'Banana'})"
0.0006662780563095164,"frozenset({'Banana', 'Cherry Pomegranate Greek Yogurt'})"
0.0009608463659851055,"frozenset({'Bag of Organic Bananas', 'Organic 2% Reduced Fat Milk'})"
0.0006301957712806163,"frozenset({'Organic 2% Reduced Fat Milk', 'Organic Strawberries'})"
0.00138388005253083,"frozenset({'Banana', 'Organic 2% Reduced Fat Milk'})"
0.000616509387304137,"frozenset({'Organic Chicken Broth', 'Organic Baby Spinach'})"
0.0006920955533560568,"frozenset({'Banana', 'Organic Chicken Broth'})"
0.0009903965132070495,"frozenset({'Bag of Organic Bananas', 'Unsalted Pure Irish Butter'})"
0.0007493295227122431,"frozenset({'Organic Strawberries', 'Unsalted Pure Irish Butter'})"
0.0007487074143496759,"frozenset({'Organic Baby Spinach', 'Unsalted Pure Irish Butter'})"
0.000907033992623039,"frozenset({'Banana', 'Unsalted Pure Irish Butter'})"
0.0008193167135010579,"frozenset({'Organic Hass Avocado', 'Unsalted Pure Irish Butter'})"
0.000838913126921926,"frozenset({'100% Recycled Paper Towels', 'Sustainably Soft Bath Tissue'})"
0.0010529184036450574,"frozenset({'Bag of Organic Bananas', 'Sustainably Soft Bath Tissue'})"
0.0006585017017774258,"frozenset({'Organic Strawberries', 'Sustainably Soft Bath Tissue'})"
0.0007605274732384535,"frozenset({'Organic Baby Spinach', 'Sustainably Soft Bath Tissue'})"
0.0008805943872139312,"frozenset({'Banana', 'Sustainably Soft Bath Tissue'})"
0.0007630159066887225,"frozenset({'Organic Hass Avocado', 'Sustainably Soft Bath Tissue'})"
0.0006634785686779638,"frozenset({'Almond Nut & Rice Cracker Snacks', 'Banana'})"
0.0008830828206642002,"frozenset({'Organic Frozen Mango Chunks', 'Bag of Organic Bananas'})"
0.0006130877913100171,"frozenset({'Organic Frozen Mango Chunks', 'Frozen Organic Wild Blueberries'})"
0.0006718770315726216,"frozenset({'Organic Frozen Mango Chunks', 'Organic Strawberries'})"
0.0007505737394373777,"frozenset({'Organic Frozen Mango Chunks', 'Organic Baby Spinach'})"
0.0007070261540576707,"frozenset({'Organic Frozen Mango Chunks', 'Organic Whole Strawberries'})"
0.00060904408695333,"frozenset({'Organic Frozen Mango Chunks', 'Organic Hass Avocado'})"
0.0006917844991747732,"frozenset({'Yellow Bell Pepper', 'Yellow Onions'})"
0.0006389052883565576,"frozenset({'Yellow Bell Pepper', 'Organic Red Onion'})"
0.0010473194283819522,"frozenset({'Yellow Bell Pepper', 'Bag of Organic Bananas'})"
0.0022159499874645164,"frozenset({'Yellow Bell Pepper', 'Orange Bell Pepper'})"
0.0006672112188533672,"frozenset({'Yellow Bell Pepper', 'Strawberries'})"
0.001097399151568615,"frozenset({'Yellow Bell Pepper', 'Organic Strawberries'})"
0.0013630394223848276,"frozenset({'Yellow Bell Pepper', 'Organic Baby Spinach'})"
0.0009166766722428313,"frozenset({'Yellow Bell Pepper', 'Green Bell Pepper'})"
0.0006588127559587094,"frozenset({'Organic Yellow Onion', 'Yellow Bell Pepper'})"
0.0012271087451638852,"frozenset({'Yellow Bell Pepper', 'Red Peppers'})"
0.0020772198226120214,"frozenset({'Yellow Bell Pepper', 'Banana'})"
0.0006765428442918758,"frozenset({'Organic Garlic', 'Yellow Bell Pepper'})"
0.0010566510538204607,"frozenset({'Yellow Bell Pepper', 'Limes'})"
0.0008678411657813028,"frozenset({'Yellow Bell Pepper', 'Organic Zucchini'})"
0.0006059335451404938,"frozenset({'Yellow Bell Pepper', 'Honeycrisp Apple'})"
0.000864419569787183,"frozenset({'Yellow Bell Pepper', 'Organic Hass Avocado'})"
0.001153388904199667,"frozenset({'Yellow Bell Pepper', 'Large Lemon'})"
0.001265679463643054,"frozenset({'Yellow Bell Pepper', 'Organic Avocado'})"
0.0010560289454578935,"frozenset({'Cucumber Kirby', 'Yellow Bell Pepper'})"
0.0006012677324212395,"frozenset({'Whole Milk Ricotta Cheese', 'Organic Baby Spinach'})"
0.0006812086570111302,"frozenset({'Banana', 'Organic Blueberry Waffles'})"
0.0006379721258127068,"frozenset({'Taco Seasoning', 'Banana'})"
0.0006417047759881102,"frozenset({'Bag of Organic Bananas', 'Naturals Chicken Nuggets'})"
0.000655080105783306,"frozenset({'Naturals Chicken Nuggets', 'Organic Strawberries'})"
0.0007956765957235027,"frozenset({'Naturals Chicken Nuggets', 'Banana'})"
0.0006093551411346137,"frozenset({'Organic Greek Lowfat Yogurt With Strawberries', 'Organic Greek Lowfat Yogurt With Blueberries'})"
0.001086823309404972,"frozenset({'Bag of Organic Bananas', 'Organic Original Hommus'})"
0.0009107666427984425,"frozenset({'Organic Original Hommus', 'Organic Strawberries'})"
0.0007319104885603604,"frozenset({'Organic Original Hommus', 'Organic Baby Spinach'})"
0.0006802754944672792,"frozenset({'Organic Original Hommus', 'Banana'})"
0.00090454555917277,"frozenset({'Organic Original Hommus', 'Organic Hass Avocado'})"
0.000884949145751902,"frozenset({'Bag of Organic Bananas', 'Organic Good Seed Bread'})"
0.0006784091693795776,"frozenset({'Organic Good Seed Bread', 'Banana'})"
0.0006448153178009464,"frozenset({'""Milk, Reduced Fat, 2% Milkfat""', 'Banana'})"
0.0010050160597273796,"frozenset({'Pure Coconut Water', 'Bag of Organic Bananas'})"
0.000687118686455519,"frozenset({'Pure Coconut Water', 'Organic Strawberries'})"
0.0007250672965721207,"frozenset({'Pure Coconut Water', 'Organic Baby Spinach'})"
0.0012208876615382126,"frozenset({'Pure Coconut Water', 'Banana'})"
0.0006560132683271568,"frozenset({'Pure Coconut Water', 'Organic Hass Avocado'})"
0.0007275557300223897,"frozenset({'Spinach Peas & Pear Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food'})"
0.0006112214662223154,"frozenset({'Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food'})"
0.0007107588042330742,"frozenset({'Bag of Organic Bananas', 'Organic Whole Kernel Sweet Corn No Salt Added'})"
0.0006815197111924138,"frozenset({'Organic Baby Spinach', 'Organic Whole Kernel Sweet Corn No Salt Added'})"
0.000872506978500557,"frozenset({'Banana', 'Organic Whole Kernel Sweet Corn No Salt Added'})"
0.0006469926970699318,"frozenset({'Bag of Organic Bananas', '""Organic Butterhead (Boston, Butter, Bibb) Lettuce""'})"
0.000664100677040531,"frozenset({'""Organic Butterhead (Boston, Butter, Bibb) Lettuce""', 'Organic Strawberries'})"
0.0006728101941164724,"frozenset({'Banana', '""Organic Butterhead (Boston, Butter, Bibb) Lettuce""'})"
0.0006709438690287706,"frozenset({'Organic Hass Avocado', '""Organic Butterhead (Boston, Butter, Bibb) Lettuce""'})"
0.0006547690516020224,"frozenset({'Banana', 'Pineapple'})"
0.0008398462894657769,"frozenset({'Baked Aged White Cheddar Rice and Corn Puffs', 'Bag of Organic Bananas'})"
0.0008675301116000192,"frozenset({'Baked Aged White Cheddar Rice and Corn Puffs', 'Organic Strawberries'})"
0.0010796690632354487,"frozenset({'Baked Aged White Cheddar Rice and Corn Puffs', 'Banana'})"
0.0011605431503691902,"frozenset({'Bag of Organic Bananas', 'Organic Honey Sweet Whole Wheat Bread'})"
0.0008631753530620484,"frozenset({'Organic Strawberries', 'Organic Honey Sweet Whole Wheat Bread'})"
0.0006074888160469119,"frozenset({'Banana', 'Organic Honey Sweet Whole Wheat Bread'})"
0.0016134380383181425,"frozenset({'Organic Broccoli Crowns', 'Bag of Organic Bananas'})"
0.0011552552292873686,"frozenset({'Organic Broccoli Crowns', 'Organic Strawberries'})"
0.0009284967311316089,"frozenset({'Organic Broccoli Crowns', 'Organic Baby Spinach'})"
0.0006053114367779266,"frozenset({'Organic Yellow Onion', 'Organic Broccoli Crowns'})"
0.0008442010480037476,"frozenset({'Organic Broccoli Crowns', 'Banana'})"
0.0007879002411914121,"frozenset({'Organic Broccoli Crowns', 'Organic Raspberries'})"
0.0006379721258127068,"frozenset({'Organic Broccoli Crowns', 'Organic Zucchini'})"
0.0009241419725936382,"frozenset({'Organic Broccoli Crowns', 'Organic Hass Avocado'})"
0.0008485558065417183,"frozenset({'100% Raw Coconut Water', 'Organic Lemon'})"
0.0027434978789215377,"frozenset({'Bag of Organic Bananas', '100% Raw Coconut Water'})"
0.000637038963268856,"frozenset({'Organic Large Extra Fancy Fuji Apple', '100% Raw Coconut Water'})"
0.0016479650524406245,"frozenset({'100% Raw Coconut Water', 'Organic Strawberries'})"
0.0014134301997527742,"frozenset({'100% Raw Coconut Water', 'Organic Baby Spinach'})"
0.0014358261008051948,"frozenset({'Banana', '100% Raw Coconut Water'})"
0.000655080105783306,"frozenset({'100% Raw Coconut Water', 'Limes'})"
0.0013048722904847904,"frozenset({'Organic Raspberries', '100% Raw Coconut Water'})"
0.0006619232977715456,"frozenset({'100% Raw Coconut Water', 'Organic Cucumber'})"
0.0006084219785907628,"frozenset({'100% Raw Coconut Water', 'Organic Zucchini'})"
0.0020672660888109455,"frozenset({'Organic Hass Avocado', '100% Raw Coconut Water'})"
0.0007720364779459475,"frozenset({'Organic Avocado', '100% Raw Coconut Water'})"
0.0006930287158999078,"frozenset({'Bosc Pear', 'Banana'})"
0.0006392163425378413,"frozenset({'Mint', 'Limes'})"
0.0007925660539106665,"frozenset({'Whole Milk', 'Bag of Organic Bananas'})"
0.0007120030209582086,"frozenset({'Whole Milk', 'Strawberries'})"
0.0026968397517289945,"frozenset({'Whole Milk', 'Banana'})"
0.0006102883036784645,"frozenset({'Half & Half', 'Whole Milk'})"
0.0006955171493501767,"frozenset({'Bag of Organic Bananas', 'Organic Beef Uncured Hot Dogs'})"
0.0007552395521566319,"frozenset({'Organic Strawberries', 'Organic Beef Uncured Hot Dogs'})"
0.0008040750586181605,"frozenset({'Banana', 'Organic Beef Uncured Hot Dogs'})"
0.0007627048525074389,"frozenset({'Toasted Coconut Almondmilk Blend', 'Bag of Organic Bananas'})"
0.0007683038277705441,"frozenset({'Toasted Coconut Almondmilk Blend', 'Banana'})"
0.0009372062482075503,"frozenset({'English Seedless Cucumber', 'Banana'})"
0.0006143320080351516,"frozenset({'English Seedless Cucumber', 'Large Lemon'})"
0.0009751548583241521,"frozenset({'Seedless Red Grapes', 'Yellow Onions'})"
0.000618064658210555,"frozenset({'Yellow Onions', 'Green Onions'})"
0.0009552473907220003,"frozenset({'Yellow Onions', 'Small Hass Avocado'})"
0.0008917923377401416,"frozenset({'Yellow Onions', 'Organic Lemon'})"
0.0006482369137950663,"frozenset({'Yellow Onions', 'Organic Tomato Paste'})"
0.0007689259361331113,"frozenset({'Russet Potato', 'Yellow Onions'})"
0.0007978539749924881,"frozenset({'Apple Honeycrisp Organic', 'Yellow Onions'})"
0.0008973913130032468,"frozenset({'Broccoli Crown', 'Yellow Onions'})"
0.0012672347345494721,"frozenset({'Organic Red Onion', 'Yellow Onions'})"
0.0006759207359293086,"frozenset({'Yellow Onions', 'Blueberries'})"
0.0009592910950786874,"frozenset({'Organic Red Bell Pepper', 'Yellow Onions'})"
0.002116412649453758,"frozenset({'Bag of Organic Bananas', 'Yellow Onions'})"
0.000709203533326656,"frozenset({'Yellow Onions', 'Green Beans'})"
0.0008712627617754226,"frozenset({'Orange Bell Pepper', 'Yellow Onions'})"
0.0015614919900437778,"frozenset({'Strawberries', 'Yellow Onions'})"
0.0018890320429354307,"frozenset({'Carrots', 'Yellow Onions'})"
0.0013226023788179568,"frozenset({'Jalapeno Peppers', 'Yellow Onions'})"
0.0021369422254184766,"frozenset({'Yellow Onions', 'Organic Strawberries'})"
0.0009928849466573184,"frozenset({'Yellow Onions', 'Organic Baby Arugula'})"
0.0031488014771340962,"frozenset({'Yellow Onions', 'Organic Baby Spinach'})"
0.0012949185566837145,"frozenset({'Green Bell Pepper', 'Yellow Onions'})"
0.0012868311479703404,"frozenset({'Yellow Onions', 'Red Peppers'})"
0.00658439490941169,"frozenset({'Banana', 'Yellow Onions'})"
0.0027024387269921,"frozenset({'Organic Garlic', 'Yellow Onions'})"
0.0011670752881761462,"frozenset({'Boneless Skinless Chicken Breasts', 'Yellow Onions'})"
0.0029777216774281045,"frozenset({'Yellow Onions', 'Limes'})"
0.0006812086570111302,"frozenset({'Half & Half', 'Yellow Onions'})"
0.0012488825378537385,"frozenset({'Fresh Cauliflower', 'Yellow Onions'})"
0.0007213346463967173,"frozenset({'Organic Lacinato (Dinosaur) Kale', 'Yellow Onions'})"
0.001409386495396087,"frozenset({'Yellow Onions', 'Organic Whole Milk'})"
0.0009969286510140055,"frozenset({'Organic Raspberries', 'Yellow Onions'})"
0.0010554068370953263,"frozenset({'Yellow Onions', 'Organic Fuji Apple'})"
0.0013680162892853655,"frozenset({'Yellow Onions', 'Bunched Cilantro'})"
0.0008177614425946398,"frozenset({'Yellow Onions', 'No Salt Added Black Beans'})"
0.001228041907707736,"frozenset({'Yellow Onions', 'Michigan Organic Kale'})"
0.0009552473907220003,"frozenset({'Roma Tomato', 'Yellow Onions'})"
0.0006749875733854578,"frozenset({'Yellow Onions', 'Organic Cucumber'})"
0.0008715738159567062,"frozenset({'Yellow Onions', 'Original Hummus'})"
0.0007577279856069009,"frozenset({'Extra Virgin Olive Oil', 'Yellow Onions'})"
0.0006703217606662034,"frozenset({'Yellow Onions', 'Fresh Ginger Root'})"
0.0012964738275901325,"frozenset({'Yellow Onions', 'Organic Cilantro'})"
0.0008451342105475984,"frozenset({'Grated Parmesan', 'Yellow Onions'})"
0.0012336408829708412,"frozenset({'Yellow Onions', 'Organic Italian Parsley Bunch'})"
0.001300206477765536,"frozenset({'Yellow Onions', 'Garlic'})"
0.0010806022257792995,"frozenset({'Red Vine Tomato', 'Yellow Onions'})"
0.0007284888925662405,"frozenset({'Organic Gala Apples', 'Yellow Onions'})"
0.0008893039042898726,"frozenset({'Yellow Onions', 'Organic Blueberries'})"
0.0006183757123918387,"frozenset({'Yellow Onions', 'Organic Thyme'})"
0.001186982755778298,"frozenset({'Yellow Onions', 'Organic Grape Tomatoes'})"
0.0007403089514550181,"frozenset({'Organic Tomato Cluster', 'Yellow Onions'})"
0.0007816791575657397,"frozenset({'Organic Baby Carrots', 'Yellow Onions'})"
0.0007011161246132819,"frozenset({'Unsalted Butter', 'Yellow Onions'})"
0.0007163577794961793,"frozenset({'Organic Peeled Whole Baby Carrots', 'Yellow Onions'})"
0.00072071253803415,"frozenset({'Red Onion', 'Yellow Onions'})"
0.0011773400761585057,"frozenset({'Organic Small Bunch Celery', 'Yellow Onions'})"
0.0007455968725368397,"frozenset({'Yellow Onions', 'Sparkling Water Grapefruit'})"
0.001851083432818829,"frozenset({'Yellow Onions', 'Organic Zucchini'})"
0.0012211987157194964,"frozenset({'Honeycrisp Apple', 'Yellow Onions'})"
0.0006314399880057508,"frozenset({'Organic Low Sodium Chicken Broth', 'Yellow Onions'})"
0.0007882112953726957,"frozenset({'Yellow Onions', 'Organic Ginger Root'})"
0.0011577436627376377,"frozenset({'Asparagus', 'Yellow Onions'})"
0.0018706798462396971,"frozenset({'Organic Hass Avocado', 'Yellow Onions'})"
0.003346009828067912,"frozenset({'Yellow Onions', 'Large Lemon'})"
0.0029621689683639236,"frozenset({'Organic Avocado', 'Yellow Onions'})"
0.000859442702886645,"frozenset({'Yellow Onions', 'Organic Garnet Sweet Potato (Yam)'})"
0.0015944637332598417,"frozenset({'Cucumber Kirby', 'Yellow Onions'})"
0.0007530621728876466,"frozenset({'Banana', 'Raspberry Preserves'})"
0.0007123140751394922,"frozenset({'Wild Berry Smoothie', 'Organic Strawberries'})"
0.0006261520669239292,"frozenset({'Wild Berry Smoothie', 'Banana'})"
0.000637038963268856,"frozenset({'Shredded Parmesan', 'Organic Lemon'})"
0.0006242857418362275,"frozenset({'Apple Honeycrisp Organic', 'Shredded Parmesan'})"
0.0019779935387825463,"frozenset({'Bag of Organic Bananas', 'Shredded Parmesan'})"
0.0006417047759881102,"frozenset({'Strawberries', 'Shredded Parmesan'})"
0.0018800114716782058,"frozenset({'Shredded Parmesan', 'Organic Strawberries'})"
0.0007567948230630501,"frozenset({'Shredded Parmesan', 'Organic Baby Arugula'})"
0.0020277622077879255,"frozenset({'Shredded Parmesan', 'Organic Baby Spinach'})"
0.0006597459185025602,"frozenset({'Organic Whole String Cheese', 'Shredded Parmesan'})"
0.0009717332623300322,"frozenset({'Organic Yellow Onion', 'Shredded Parmesan'})"
0.002550333232344409,"frozenset({'Shredded Parmesan', 'Banana'})"
0.0011356588158665006,"frozenset({'Organic Garlic', 'Shredded Parmesan'})"
0.0009592910950786874,"frozenset({'Shredded Parmesan', 'Limes'})"
0.0010631831916274167,"frozenset({'Shredded Parmesan', 'Organic Whole Milk'})"
0.0008494889690855692,"frozenset({'Organic Raspberries', 'Shredded Parmesan'})"
0.0007679927735892605,"frozenset({'Shredded Parmesan', 'Organic Grape Tomatoes'})"
0.0006199309832982568,"frozenset({'Organic Baby Carrots', 'Shredded Parmesan'})"
0.0008977023671845304,"frozenset({'Shredded Parmesan', 'Organic Zucchini'})"
0.0006121546287661663,"frozenset({'Honeycrisp Apple', 'Shredded Parmesan'})"
0.0015568261773245234,"frozenset({'Shredded Parmesan', 'Organic Hass Avocado'})"
0.0011219724318900213,"frozenset({'Shredded Parmesan', 'Large Lemon'})"
0.0013325561126190327,"frozenset({'Shredded Parmesan', 'Organic Avocado'})"
0.0007042266664261181,"frozenset({'Cucumber Kirby', 'Shredded Parmesan'})"
0.0007894555120978303,"frozenset({'100% Whole Wheat Bread', 'Seedless Red Grapes'})"
0.0006357947465437214,"frozenset({'Watermelon Chunks', 'Seedless Red Grapes'})"
0.0007770133448464855,"frozenset({'Seedless Red Grapes', 'Small Hass Avocado'})"
0.0008395352352844933,"frozenset({'Seedless Red Grapes', 'Organic Lemon'})"
0.0006317510421870344,"frozenset({'Seedless Red Grapes', 'Organic Sticks Low Moisture Part Skim Mozzarella String Cheese'})"
0.0007480853059871087,"frozenset({'Seedless Red Grapes', 'Organic Navel Orange'})"
0.0012852758770639224,"frozenset({'Apple Honeycrisp Organic', 'Seedless Red Grapes'})"
0.0008152730091443708,"frozenset({'Broccoli Crown', 'Seedless Red Grapes'})"
0.0008115403589689673,"frozenset({'Seedless Red Grapes', 'Organic Red Onion'})"
0.0009424941692893718,"frozenset({'Seedless Red Grapes', 'Blueberries'})"
0.0006678333272159344,"frozenset({'Seedless Red Grapes', 'Organic Red Bell Pepper'})"
0.004248378007971697,"frozenset({'Seedless Red Grapes', 'Bag of Organic Bananas'})"
0.0006743654650228904,"frozenset({'Seedless Red Grapes', 'Orange Bell Pepper'})"
0.003124539250993974,"frozenset({'Seedless Red Grapes', 'Strawberries'})"
0.0007717254237646639,"frozenset({'Seedless Red Grapes', 'Carrots'})"
0.0006367279090875723,"frozenset({'Seedless Red Grapes', 'Organic Grade A Free Range Large Brown Eggs'})"
0.0010373656945808763,"frozenset({'Seedless Red Grapes', 'Organic Large Extra Fancy Fuji Apple'})"
0.0043345400161872594,"frozenset({'Seedless Red Grapes', 'Organic Strawberries'})"
0.000893969717009127,"frozenset({'Seedless Red Grapes', 'Organic Baby Arugula'})"
0.0029127113535398277,"frozenset({'Seedless Red Grapes', 'Organic Baby Spinach'})"
0.0007020492871571328,"frozenset({'Seedless Red Grapes', 'Green Bell Pepper'})"
0.0010134145226220375,"frozenset({'Organic Whole String Cheese', 'Seedless Red Grapes'})"
0.000895524987915545,"frozenset({""Organic D'Anjou Pears"", 'Seedless Red Grapes'})"
0.0011652089630884445,"frozenset({'Organic Yellow Onion', 'Seedless Red Grapes'})"
0.0007235120256657026,"frozenset({'Seedless Red Grapes', 'Red Peppers'})"
0.007650066534489377,"frozenset({'Seedless Red Grapes', 'Banana'})"
0.0011561883918312194,"frozenset({'Seedless Red Grapes', 'Organic Garlic'})"
0.0007219567547592845,"frozenset({'Seedless Red Grapes', 'Boneless Skinless Chicken Breasts'})"
0.001846106565918291,"frozenset({'Seedless Red Grapes', 'Limes'})"
0.001059761595633297,"frozenset({'Seedless Red Grapes', 'Organic Blackberries'})"
0.0007225788631218517,"frozenset({'Seedless Red Grapes', 'Half & Half'})"
